hindi,complaint,category
पंचकुला में एक बुजुर्ग दंपति को बंधक बनाकर लाखों रुपये की डकैती,Robbery of lakhs of rupees by taking an elderly couple hostage in Panchkula,
"हरियाणा के गुरुग्राम में एक व्यक्ति पर आरोप लगाया गया है कि उसने नौ साल की
अपनी बच्ची पर गर्म दूध फें का और उसे इस कदर पीटा कि उसकी खोपड़ी की हड्डी टूट
गई.","A man has been accused of raping a nine-year-old girl in Haryana's Gurugram.
threw hot milk on her child and beat her so hard that her skull was fractured
Went.",
"हरियाणा के जींद शहर में एक व्यक्ति ने पहले महिला के साथ कथित रूप से दुष्कर्म
किया और फिर उसका अश्लील वीडियो बनाया। घटना के बारे में किसी को बताने पर
महिला को बुरा अंजाम भुगतने की धमकी दी गई।","A man allegedly raped a woman earlier in Haryana's Jind city.
Did it and then made a porn video of it. telling someone about the incident
The woman was threatened of dire consequences.",
"जींद के पास पेड़ पर लटका हुआ युवक का शव मिला.2 महीने पहले युवक का
हुआ था अपहरण","Dead body of a young man found hanging on a tree near Jind.2 months ago
was kidnapped",
हरियाणा में सोनीपत में पहले युवक ने पीड़िता के साथ दोस्ती की और फिर उसके साथ बलात्कार कर वीडियो बना लिया तथा उसे वायरल करने की धमकी देने लगा. धमकी मिलने के बाद विधवा महिला ने आत्महत्या कर ली.,"In Sonipat in Haryana, the youth first befriended the victim and then after raping her, made a video and threatened to make it viral. The widow committed suicide after receiving threats.",
मोटरसाइकिल सवार लुटेरों ने मोटरसाइकिल से बैंक जा रहे रेडिएंट कम्पनी के कलेक्सन एजेंट को पहले गोली मारी उसके फिर उसके बाद रुपया से भरा बैग लूटना चाहा पर एनएच से गुजर रहे लोगो ने हल्ला मचाना शुरू कर दिया.,"The bike-borne robbers first shot the collection agent of Radiant Company who was going to the bank on a motorcycle, and then wanted to rob a bag full of money, but the people passing through the NH started creating ruckus.",
"सोनपुर में अपराधियों ने बैंक लूट के दौरान 1 सुरक्षाकर्मी की गोली मारकर हत्या कर
दी. इस घटना के बाद पुलिस सीसीटीवी के आधार पर मामले की जांच कर रही है.","Criminals shot dead 1 security guard during bank robbery in Sonpur
Gave. After this incident, the police is investigating the matter on the basis of CCTV.",
"मामला हिसार शहर का है. यहां पर एक मोहल्ले में लीव इन रिलेशनशिप में रह रही
महिला ने चूली खुर्द निवासी प्रमोद उर्फ गोलू पर दुष्कर्म करने और अप्राकृतिक यौन
संबंध बनाने का आरोप लगाते हुए मामला दर्ज करवाया है. महिला ने आरोप लगाते हुए
कहा कि एक साल पहले इसकी इंस्टाग्राम पर दोस्ती हुई थी. उसके बाद प्रमोद उसको
शादी का झांसा देकर लगातार दुष्कर्म करता रहा. वह उससे मारपीट भी करता है. उसने
शिकायत की, लेकिन दोबारा से शादी का झांसा देकर उसने वह शिकायत वापस
दिलवा दी. अब दो फरवरी को वह शराब पीकर घर पर आया और उससे दुष्कर्म किया.","The matter is of Hisar city. Here in a neighborhood living in a live-in relationship
The woman accused Pramod alias Golu, a resident of Chuli Khurd, of raping and having unnatural sex.
A case has been registered alleging having a relationship. woman alleging
It is said that a year ago it was befriended on Instagram. then pramod him
On the pretext of marriage, he kept raping continuously. He also thrashes her. He
Complained, but he returned the complaint on the pretext of marriage again.
Got it Now on February 2, he came home drunk and raped her.",
"बुधवार देर रात कुछ बदमाशों ने एक महिला और उसके बेटे से चलती रेलगाड़ी में
लूटपाट की और बाद में चलती रेलगाड़ी से नीचे फें क दिया। दोनों को गंभीर हालत में
एक निजी अस्पताल में भर्ती कराया गया है, जहां दोनों की हालत चिंताजनक बनी हुई
है।","Late Wednesday night some miscreants robbed a woman and her son in a moving train.
Looted and later thrown down from the moving train. both in critical condition
Have been admitted to a private hospital, where the condition of both remains worrisome.
Is.",
"हरियाणा के गोहाना में सुरंग के जरिये बैंक लूट के मामले में एक नया
मोड़ आ गया है। पुलिस की जांच में सामने आ रहा है कि
बैंक लूट की साजिश में चार और लोग भी शामिल थे और इन्हें सुरंग खोदने के
लिए पांच-पांच हजार रुपये दिए गए थे।","A new case of bank robbery through tunnel in Haryana's Gohana
The turning point has come. Police investigation revealed that
Four more people were also involved in the conspiracy to rob the bank and were arrested for digging the tunnel.
Five thousand rupees were given for each.",
"पलवल में एक मंदिर में तोड़फोड़ और लूट की घटना सामने आई है। हमलावरों ने
मंदिर में तोड़फोड़ की, दान पेटी से हजारों पाउंड कैश और कीमती सामान चुरा कर ले
गए।","An incident of vandalism and loot has come to light in a temple in Palwal. the attackers
Vandalized the temple, stole thousands of pounds of cash and valuables from the donation box
Went.",
"शहर की शास्त्री कॉलोनी से चोरी की बड़ी वारदात सामने आ रही है।
आरोपी चोर घर में सीढ़ी लगाकर घर घुसा 4 लाख 10 हजार रुपए की नकदी
पर हाथ साफ कर दिया। आरोपी ने शरीर पर कमीज नहीं पहन रखी थी।","A major incident of theft is coming to the fore from Shastri Colony of the city.
The accused thief entered the house with a ladder and cash of Rs 4 lakh 10 thousand
But he cleared his hands. The accused was not wearing a shirt on his body.",
"हरियाणा के यमुनानगर में एक नवविवाहिता से उसके पति के रिश्तेदारों और एक
तांत्रिक ने कथित तौर पर गैंगरेप किया. कुरुक्षेत्र में शनिवार को महिला के पिता द्वारा
दर्ज कराई गई शिकायत के मुताबिक पीड़िता की शादी इस साल 12 सितंबर को
यमुनानगर के निवासी से हुई थी. विवाह के तुरंत बाद उसके ससुरालवालों ने उसके पिता
को बुलाया और कहा कि वह मानसिक रूप से बीमार है.","In Haryana's Yamuna Nagar, a newly married woman met her husband's relatives and a
Tantrik allegedly gangraped. by the woman's father on Saturday in Kurukshetra
According to the complaint lodged, the marriage of the victim was on September 12 this year.
Had happened to a resident of Yamunanagar. Soon after the marriage her in-laws took her father
Called and said that he is mentally ill.",
दो युवकों ने उसके साथ बलात्कार किया और चारों युवकों ने उसके साथ छेड़छाड़ की. बलात्कार के बाद उसका कपड़े से मुंह और हाथ पैर बांधकर गांव के तालाब में डालकर मारने का प्रयास किया. लेकिन छात्रा के परिजन उसकी तलाश करते हुए पहुंचे जिसके बाद आरोपी सभी युवक भाग गए.,"Two youths raped her and four youths molested her. After rape, tried to kill her by tying her mouth and hands and legs with a cloth and throwing her in the village pond. But the family members of the student reached in search of her, after which all the accused youths ran away.",
"रोहतक के सुनारिया गांव में एक युवक की सरेआम गली में बेरहमी से हत्या कर दीमृतक की पहचान रवि के नाम से हुई है, जिसके शरीर पर चाकुओं के कई निशान पाए गए हैं. गांव सुनारिया कलां का रहने वाला रवि 30 साल का है और रोहतक की नीपुरा में ड्राइवर की नौकरी करता था. त 8 बजे काम से लौट रहे रवि पर शिव मंदिर के नजदीक तालाब के पास दो-तीन हमलावरों ने अंधाधुंध चाकू मारना शुरू कर दिया, जिसके कारण रवि की मौके पर ही मौत हो गई.","In Rohtak's Sunaria village, a young man was brutally murdered in the street, the deceased has been identified as Ravi, many marks of knives have been found on his body. Ravi, a 30-year-old resident of village Sunariya Kalan, used to work as a driver in Neepura, Rohtak. At 8 o'clock, two-three assailants started stabbing Ravi indiscriminately near the pond near the Shiva temple, due to which Ravi died on the spot.",
"यमुनानगर के छछरौली के नेशनल हाईवे 907 पर शाम को एक दर्दनाक हादसा हो गया. यहां अशोक लीलैंड के पिकअप और ट्रक की जबरदस्त टक्कर हो गई, जिसले पिकअप में सवार लगभग दर्जनों लोग घायल हो गए. जिन्हें दो एंबुलेंस की सहायता से अस्पताल पहुंचाया गया है.","A painful accident took place in the evening on National Highway 907 of Chhachhrauli in Yamunanagar. There was a tremendous collision between Ashok Leyland's pickup and truck, due to which dozens of people in the pickup were injured. Those who have been taken to the hospital with the help of two ambulances.",
नैशनल हाईवे 152 डी पर गांव पिल्लूखेड़ा (जीन्द) के पास एक कार का ट्राला साथएक्सीडेंट हो गया। जिसमें कार चालक शिवराज वासी गांव जराना राजस्थान को मामूली चोटें लगी ।,A car met with an accident on National Highway 152D near village Pillukheda (Jind). In which car driver Shivraj resident of village Jarana Rajasthan suffered minor injuries.,
"मृतक की कार का बंपर खुल गया था, जिसके चलते वह कार को सड़क किनारे रोक कर बांधने लगा। इस दौरान पीछे से आ रहे एक टेंपो ने उसे कुचल दिया।","The bumper of the car of the deceased was opened, due to which he started tying the car after stopping it on the roadside. During this, a tempo coming from behind crushed him.",
"गांव भगडाना में तीन घरों में चोरी की वारदात को अंजाम दिया है, तीनों घरों से
लगभग 20 लाख रुपये से अधिक के सोने चांदी के आभूषण तथा कुछ नकदी चुरा ले
गए हैं। सूचना पाकर मौके पर पहुंची पुलिस ने मौका मुआयान किया तथा शिकायत के
आधार पर चोरी का मामला दर्ज कर लिया है।","Theft has been committed in three houses in village Bhagdana, from all the three houses
Stole gold and silver jewelery worth over Rs 20 lakh and some cash
went. After getting the information, the police reached the spot, inspected the spot and filed a complaint.
A case of theft has been registered.",
पंचकुला में हुई जैन मुनि की हत्या,Jain monk killed in Panchkula,
"उन्नाव में प्यार में धोखा खाई प्रेमिका ने थाने पहुंचकर पुलिस के सामने ही जहर
निगल लिया. लकड़ी के इस कदम से पुलिस महकमे में हडकंप मच गया","Betrayed in love in Unnao, the girlfriend reached the police station and poisoned herself in front of the police
Swallowed. This step of wood created a stir in the police department",
"जिला न्यायालय परिसर स्थित सिविल कोर्ट में तैनात महिला न्यायाधीश के मकान
का ताला तोड़कर चोरों ने लाखों रुपये का माल पार कर दिया। घटना को उस वक्त
अंजाम दिया जब वह अपने पति से मिलने देहरादून गई हुई थीं।","House of female judge posted in Civil Court located in District Court Complex
Thieves made away with goods worth lakhs of rupees by breaking the lock. event at that time
Executed when she had gone to Dehradun to meet her husband.",
"करनाल में शनिवार की रात करीब 12 बजे रिंकू शराब के नशे में धुत होकर आया
और सोई हुई बेटी को जगाया। उससे पूछने लगा कि तुम्हारी मां कहा है। बेटी ने पता
नहीं का जवाब दिया, तो वह फिर से आपा खो बैठा। इसके बाद उसने बेटी को पीटना
शुरू कर दिया। पिटाई इतनी जबरदस्त थी कि बेटी ने मौके पर ही दम तोड़ दिया।","Rinku got drunk in Karnal at around 12 o'clock on Saturday night.
And woke up the sleeping daughter. Started asking him where is your mother. daughter found out
When he answered no, he lost his temper again. After this he beat the daughter
Started. The beating was so severe that the daughter died on the spot.",
"हरियाणा के झज्जर जिले में हरियाणा पुलिस के ASI और भिवानी DC
के गनमैन के घर चोरी हो गई है। चोरों ने घर से कैश, आभूषण व घरेलू सामान
चुराया है। साल्हावास थाना पुलिस ने चोरी का केस दर्ज कर मामले की जांच
शुरू कर दी है।","ASI and Bhiwani DC of Haryana Police in Jhajjar district of Haryana
The gunman's house is burgled. Thieves took cash, jewelery and household items from home
have stolen. Salhawas police station registered a case of theft and investigated the matter
have started.",
पलवल में एक्सीडेंट में युवक की मौत होने पर गुस्सायें परिजनों ने 10 मिनट के लिये दिल्ली-आगरा हाईवे जाम किया । कृष्ण उर्फ कालू उम्र 32 वर्ष जाति गुज्जर वासी कुशलीपुर की दिल्ली-आगरा हाईवे पर अज्ञात वाहन की चपेट में आने से मौत हो गई। पुलिस ने समझा बुझाकर जाम खुलवा दिया।,"Angered by the death of a youth in an accident in Palwal, relatives blocked the Delhi-Agra highway for 10 minutes. Krishna alias Kalu, age 32, a Gujjar resident of Kushalipur, died after being hit by an unknown vehicle on the Delhi-Agra highway. The police explained and got the jam opened.",
"हरियाणा के गुरुग्राम में 10वीं कक्षा की एक छात्रा को उसके दो दोस्तों सहित पांच
युवकों ने यहां एक होटल में ले जाकर उसके साथ कथित तौर पर बलात्कार किया.","A Class 10 girl student, along with two of her friends, was beaten up by five people in Haryana's Gurugram.
The youths allegedly raped her after taking her to a hotel here.",
"हिसार में एक मां ने अपने ही 8 साल के बच्चे की हत्या कर दी.मां सहित 4 लोगोंने
अवैध संबंध की वजह से बच्चे की कथित हत्या कर शव सड़क के किनारे फें क
दिया.पहले जहरीला पदार्थ देकर उसकी हत्या करने की कोशिश की गई लेकिन जब
मौत नहीं हुई तो पानी में डुबोकर उसे मारा गया.","A mother killed her own 8-year-old child in Hisar. 4 people including the mother
Due to illegal relationship, the body was thrown on the side of the road after allegedly killing the child.
Diya.At first an attempt was made to kill him by giving poisonous substance but when
If death did not happen, he was killed by drowning in water.",
"जाट आंदोलन के दौरान मुरथल में गैंगरेप के मामले में पंजाब-हरियाणा हाइकोर्ट ने
हरियाणा पुलिस को फटकार लगाई है. हाइकोर्ट ने कहा कि मुरथल में गैंगरेप हुआ था
और इसके सबूत हैं","Punjab-Haryana High Court in Murthal gangrape case during Jat agitation
Haryana Police has been reprimanded. The High Court said that there was a gangrape in Murthal
and there is evidence",
"नारनौल में अलग-अलग स्थानों से चोर नकदी व सामान चोरी करके ले गए। चोरों ने
भगवान के घर को भी नहीं बख्शा और मंदिर के शीशे तोड़कर नकदी चोरी करके ले
गए। दोनों मामलों की सूचना पुलिस को दे दी गई है।","Thieves stole cash and goods from different places in Narnaul. the thieves
Even the house of God was not spared and stole the cash by breaking the glass panes of the temple.
Went. Both the cases have been reported to the police.",
नारनौल में कुछ युवाओं ने दुकान के बाहर गाड़ी करने को लेकर हुए विवाद में व्यापारी के साथ मारपीट की। इसके बाद हाथ में लाठी डंडे लेकर वे मुख्य मार्ग की तरफ फरार हो गए।,"In Narnaul, some youths assaulted a businessman in a dispute over driving outside the shop. After this, they fled towards the main road with sticks in their hands.",
"हरियाणा के रोहतक में दिल्ली रोड पर फौजी ढाबे के पास सात माह पहले टायर
पेंचर बनाने वाले मिस्त्री बिहार निवासी मोहम्मद सदाब की हत्यावारदात उसके साथ
काम करने वाले यूपी के जिले हरदोई स्थित खिजीर नगर निवासी मनेंद्र उर्फ मुनिंद्र ने
अंजाम दी थी। सीआईए द्वितीय ने आरोपी को गिरफ्तार कर शनिवार को अदालत में
पेश किया","Tire seven months ago near Fauji Dhaba on Delhi Road in Rohtak, Haryana
The murder of Mohammad Sadab, a resident of Bihar, who made a puncture, was related to him.
Manendra alias Munindra, resident of Khijir Nagar, Hardoi district of UP, working
Had done CIA II arrested the accused and appeared in the court on Saturday.
Presented",
"हरियाणा के सोनीपत के राई थाना क्षेत्र के गांव में घर के अंदर कमरे का दरवाजा
तोडक़र घुसे तीन युवकों ने किशोरी से सामूहिक दुष्कर्म कर दिया. किशोरी की मां ने
मामले की शिकायत पुलिस को दी है.","The door of the room inside the house in the village of Rai police station area of ​​Sonipat, Haryana
Three youths who broke in and gang-raped the girl. teenager's mother
The complaint has been given to the police.",
दिल्ली-जयपुर हाइवे पर तेज रफ्तार कैंटर ने एक खड़ी कार में टक्कर मार दी। हादसे में कैंटर कार व साईड में खड़े परिवार को दूर तक घसीटता हुआ ले गया। जिससे परिवार के 3 बच्चों समेत 4 की दर्दनाक मौत हो गई। जबकि अन्य घायल हो गए। जिनको निकट के अस्पताल में भर्ती कराया गया है। वहीं हादसे को अंजाम देकर चालक अपने कैंटर को मौके पर छोडक़र फरार हो गया। हादसे की सूचना मिलते ही सेक्टर 40 थाना पुलिस मौके पर पहुंची और केस दर्ज कर जांच शुरू कर दी है।,"A speeding canter hit a parked car on the Delhi-Jaipur highway. In the accident, the canter dragged the car and the family standing on the side to a distance. Due to which 4 including 3 children of the family died tragically. while others were injured. Those who have been admitted to the nearby hospital. And after the accident, the driver fled leaving his canter on the spot. As soon as the information about the accident was received, the Sector 40 police station reached the spot and registered a case and started the investigation.",
"लुधियाना के न्यू राजगरु नगर में एटीएम में कैश जमा करवाने वाली एजेंसी सीएमएस
के कार्यालय में 7 करोड़ रुपये से ज्यादा की लूट लुटेरों ने बीती शुक्रवार रात करीब डेढ़
बजे इस घटना को अंजाम दिया. हालांकि लूट की इस घटना की जानकारी पुलिस को
सुबह 7 बजे मिली. कार्यलय से लूट करने के बाद लुटेरे परिसर से बाहर खड़ी कैश वैन
लेकर फरार हो गए.","Cash deposit agency CMS in New Rajgaru Nagar, Ludhiana
The robbers looted more than Rs 7 crore in the office of
This incident took place at . However, the information about this incident of robbery was not given to the police.
Got it at 7 in the morning. Robbers cash van standing outside the premises after looting from the office
Ran away with it.",
पंचकुला में दिवाली की रात चोरों ने उड़ाए 15 करोड़ के गहने,Thieves stole jewelry worth 15 crores in Panchkula on Diwali night,
"राजस्थान में आज कुछ बदमाशों ने गैंगस्टर कुलदीप जघीना की गोली मारकर हत्या
कर दी.","Some miscreants shot dead gangster Kuldeep Jaghina in Rajasthan today
Did it",
"आज रात को हरियाणा के खाड़ी शहर में एक डकैती की घटना हुई। चोरों ने एक गहने की दुकान में घुसकर लूटपाट की। सूचनाओं के अनुसार, घटना के समय दुकान में कुछ ग्राहक और कर्मचारी मौजूद थे। चोरों ने अपने मास्क पहने हुए बंदूकों से धमकाते हुए दुकान में घुस गए।","Tonight there was a robbery incident in Bay city of Haryana. Thieves broke into a jewelry store and looted it. As per reports, some customers and staff were present in the shop at the time of the incident. The thieves entered the store while wearing their masks and brandishing guns.",
एक युवक का शव संदिग्ध परिस्थिति में कमरे से बरामद हुआ है. पुलिस हत्या और आत्महत्या मामले की जांच में जुट गई है. घटना पानीपत का है.,The dead body of a young man has been recovered from the room under suspicious circumstances. The police have started investigating the murder and suicide case. The incident is of Panipat.,
" हरियाणा के मनीपुरा जिले में एक बड़ी धाँधली के दौरान एक ज्वैलरी दुकान से सोने और ज्वैलरी की लूट हो गई है। यह घटना कल रात को घटी जब दुकान मालिक अपनी दुकान की देखभाल करने के लिए अपने घर से दूर गए हुए थे। सूत्रों के अनुसार, चार वापसी योजना रचकर धाँधली का यह प्रयास किया गया था। दो लोग दुकान के अंदर घुसे और दुकान में मौजूद ग्राहकों और कर्मचारियों को धमकाकर उन्हें बांध लिया। अन्य दो लोग तब तक गहरे रंग की गाड़ियों में पहले से तैनात थे जो उन्हें फरार करने में मदद करेंगी। लूटमारों ने सोने, ज्वैलरी और महशी के आभूषणों को उठा लिया। उन्होंने उपन्यासी रूप से ग्राहकों और कर्मचारियों को रोक लिया था जबकि दुकान में इन्हीं का इंतजार कर रहे दूसरे दो लूटेरे बहार खड़े थे ।","Gold and jewelery have been looted from a jewelery shop during a major scam in Manipura district of Haryana. The incident took place last night when the shop owner had gone away from his home to take care of his shop. According to sources, this rigging attempt was made by hatching a four-recoup scheme. Two men barged inside the shop and tied up the customers and employees present in the shop after threatening them. The other two men were by then already stationed in dark colored vehicles which would help them in their escape. The robbers took away gold, jewelery and Mahshi's ornaments. He novelly restrained customers and staff while the other two robbers waited outside the shop waiting for him.",
"हरियाणा के अंबाला शहर में एक व्यक्ति ने 30 वर्षीय विवाहित महिला का कथित
तौर पर अपहरण कर उसके साथ दुष्कर्म किया.सोशल मीडिया पर महिला से दोस्ती के
बाद आरोपी ने महिला को नौकरी दिलाने का वादा किया था. महिला को अवैध रूप से
बंधक बनाकर दुष्कर्म करने का आरोप है.","A man allegedly raped a 30-year-old married woman in Haryana's Ambala city.
Kidnapped and raped her. After friendship with the woman on social media
Later, the accused had promised to get the woman a job. woman illegally
There is an allegation of rape by taking hostage.",
"गुरुवार को पीड़िता अपनी सहेली के घर रात में रुकने के लिए गई थी जहां आरोपी ने
उसे कुछ पेय पदार्थ दिया और इसके बाद बलात्कार किया.","On Thursday, the victim went to her friend's house to stay the night where the accused
Gave her some drink and then raped her.",
मंगलौरा चौकी के पास हुए भीषण सड़क हादसे में मां-बेटे की मौत हो गई। घटना बुधवार की बताई जा रही है। मृतकों की पहचान भुसली निवासी 20 वर्षीय हिमांशु व उसकी मां के रूप में हुई है। पुलिस ने दोनों शवों का पोस्टमार्टम करवा कर शव परिजनों को सौंप दिया है। वहीं आरोपी गाड़ी चालक को पुलिस हिरासत में लेकर जांच में जुट गई है।,"Mother-son died in a horrific road accident near Mangalore outpost. The incident is being told of Wednesday. The deceased have been identified as 20-year-old Himanshu and his mother, residents of Bhusli. The police got the post-mortem done of both the bodies and handed them over to the relatives. At the same time, the accused vehicle driver has been taken into police custody and started investigation.",
"न्यू राजगुरु नगर इलाके में हथियारबंद लुटेरे एक नकद प्रबंधन सेवा कंपनी के
कार्यालय से बड़ी रकम लूट ले गए। लूट उस वक्त हुई जब 10-12 लुटेरों ने यहां
सीएमएस सिक्योरिटीज के चार सुरक्षा गार्ड पर हमला कर दिया और कंपनी की नकदी
से भरी एक वैन लेकर फरार हो गए।","Armed robbers break into a cash management service company in New Rajguru Nagar area.
Looted a huge amount from the office. The robbery took place when 10-12 robbers
Four security guards of CMS Securities were attacked and the company's cash
Absconded with a van full of",
सोनीपत के गांव शामड़ी में गली में सो रहे बुजुर्ग की गला रेतकर बेरहमी से हत्या कर दी. जहां पड़ोसी ने सुबह मामले के बारे में मृतक के परिवार को बताया.,"In Shamdi village of Sonipat, an old man sleeping in the street was brutally murdered by slitting his throat. Where the neighbor told the family of the deceased about the matter in the morning.",
गत रात्रि अक्षय उम्र 25 वर्ष वासी सिरसा कावड़ लेकर जा रहा था। गांव बन मोड़ रादौर (कुरुक्षेत्र) के पास एक मोटरसाईकिल ने इसको पीछे से टक्कर मार दी। जिसे टांग पर चोट आने पर सीएचसी लाडवा ले जाया गया । ,"Akshay, a 25-year-old resident of Sirsa, was taking Kavad last night. It was hit from behind by a motorcycle near village Ban Mod Radaur (Kurukshetra). Who was taken to CHC Ladwa due to leg injury.",
"आज रात को हिसार, हरियाणा के एक आवासीय क्षेत्र में एक घर में चोरी के दौरान रहवासियों के सामान को ले जाने वाले अज्ञात आपराधिक तत्वों के बारे में शिकायत पंजीकृत की गई है। सूत्रों के मुताबिक, चोरी की घटना रात के समय हुई जब घर के मालिक और परिवार सदस्य सो रहे थे। अपराधी संगठन के सदस्य धीरे-धीरे और सावधानीपूर्वक उनके आवास में घुस गए और सामान की तलाश में कमरे में चले गए। चोरों ने तेजी से काम किया और गहने, नकद धन, मोबाइल फोन और अन्य महत्वपूर्ण वस्त्रादि को लूट लिया। रहवासियों ने सुबह उठकर चोरी की जांच की और अपनी शिकायत को पुलिस निवेदन के रूप में पंजीकृत किया।","A complaint has been registered regarding unidentified criminal elements taking away the belongings of the residents during a burglary at a house in a residential area of ​​Hisar, Haryana tonight. According to sources, the theft happened during the night when the house owner and family members were sleeping. Members of the criminal organization slowly and carefully entered his apartment and went through the rooms in search of belongings. The thieves acted swiftly and looted jewellery, cash, mobile phones and other valuables. The residents woke up in the morning to investigate the theft and registered their complaint as a police complaint.",
"हरियाणा के पंचकूला में एक महिला ने आरोप लगाया है कि 40 लोगों ने उसे बंधक
बना कर रखा और चार दिन तक उससे बलात्कार किया.40 लोगों ने उसे बंधक बना कर
रखा और चार दिन तक उससे बलात्कार किया. वह नौकरी की तलाश में बाहर निकली
थी जब उसे एक गेस्ट हाउस में बंधक बना कर रखा गया. चंडीगढ़ पुलिस के पास कल
एक शिकायत दर्ज कराई गई जिसमें उसने आरोप लगाया कि उसे 15 जुलाई से 18
जुलाई तक मोरनी हिल्स के एक गेस्ट हाउस में कैद कर रखा गया जहां आरोपियों ने
बारी-बारी से उससे बलात्कार किया. आरोपियों में से एक उसके पति का जानकार था
और उसने गेस्ट हाउस में उसे नौकरी दिलाने का वादा किया था.","In Haryana's Panchkula, a woman has alleged that 40 people held her hostage.
kept her and raped her for four days. 40 people took her hostage
Kept and raped her for four days. she went out looking for a job
It was when he was held hostage in a guest house. to chandigarh police tomorrow
A complaint was lodged in which he alleged that he was
Kept confined in a guest house in Morni Hills till July where the accused
They took turns raping her. One of the accused was known to her husband
And he had promised to get her a job in the guest house.",
"हरियाणा में पलवल-अलीगढ़ मार्ग पर गन्नीकी मोड़ पर हुए हादसे में मासूम बच्ची की मौत हो गई है। वहीं महिला सहित तीन लोग गंभीर घायल हैं, जिनका इलाज चल रहा है। पुलिस ने अज्ञात वाहन चालक के खिलाफ मामला दर्ज कर लिया।","In Haryana, an innocent girl has died in an accident at Ganniki Mor on Palwal-Aligarh road. At the same time, three people including a woman are seriously injured, who are undergoing treatment. Police registered a case against the unknown driver.",
"खरगोन शहर में मंगलवार की रात सोनम एग्रोटेक कॉटन जिनिंग फैक्ट्री में लूट की
वारदात से हड़कंप मच गया. यहां नकाबपोश चड्डी बनियान पहने 10 लुटेरों ने 9 लाख
रुपए की लूट को अंजाम दिया है. इस दौरान फैक्ट्री में मौजूद मजदूरों पर चड्डी बनियान
गैंग के लुटेरों ने पथराव कर दिया और टूटी दीवार फांद कर भाग निकले.","Sonam Agrotech cotton ginning factory looted on Tuesday night in Khargone city
The incident created a stir. Here 10 robbers wearing masked tights vest robbed 9 lakhs
The robbery of Rs. During this, tights and vests were worn on the workers present in the factory.
The robbers of the gang pelted stones and escaped by jumping over the broken wall.",
"हरियाणा के यमुनानगर में एक 14 वर्ष की लड़की रेप की खबर है। इस लड़की को
कार में लिफ्ट देने के नाम कुछ युवाओं ने अगवा किया और रेप करने के बाद जंगल में
छोड़ दिया।","There is news of rape of a 14 year old girl in Yamuna Nagar, Haryana. to this girl
Some youth abducted in the name of giving lift in the car and after raping in the forest
left.",
"हरियाणा से कांग्रेस के राज्यसभा सांसद शादीलाल बत्रा पर बलात्कार का आरोप
लगा है. दिल्ली की एक महिला वकील ने उन पर यह आरोप लगाया है.","Congress Rajya Sabha MP from Haryana Shadilal Batra accused of rape
Is thought. A female lawyer from Delhi has made this allegation against him.",
"मिर्ज़ापुर गांव में आपसी झगडे़ के चलते लाठियों से हमला करके एक युवक को मौत
के घाट उतार दिया.","Due to mutual quarrel in Mirzapur village, a young man died after being attacked with sticks
dropped off the jetty.",
"हरियाणा के चरखी दादरी जिले के मुख्यालय दादरी के निकटवर्ती गांव की एक
विवाहिता से तीन युवकों द्वारा गैंग रेप करने का मामला.","One of the villages near Dadri, the headquarter of Charkhi Dadri district of Haryana.
Case of gang rape of a married woman by three youths.",
"यमुनानगर में व्‍यापारी के नौकर की हत्‍या और 50 लाख लूट मामले का पुलिस ने
खुलासा किया है।श्रवण सिंह की हत्‍या सरबजीत ने साथियों के साथ की थी। सरबजीत
का यमुनानगर की कई वारदात में शामिल होने का भी पर्दाफाश हुआ।","Police investigates businessman's servant's murder and 50 lakh loot case in Yamuna Nagar
Shravan Singh was murdered by Sarabjit along with his associates. Sarabjit
His involvement in many incidents of Yamuna Nagar was also exposed.",
